Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road,Road Width,Road Type,Amenities,Face
"Apartment For Sale In Tripureshwor, Kathmandu","Tripureshwor, Tripureshwor, Kathmandu",Kathmandu,25000000,3,4,4,0,7.8 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North
"Apartment For Sale In Chandol, Kathmandu","Prestige Apartment, Chandol, Kathmandu",Kathmandu,22500000,3,4,2.5,0,8.6 Aana,20 Feet,20 Feet,,"['Balcony', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",South East
"House For Sale In Sitapaila, Kathmandu","Dada Pauwa, Sitapaila, Kathmandu",Kathmandu,18000000,3,4,3,0,3.5 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South East
"Beautiful House Sale At Gothatar, Bhaktapur, Nepal : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,15500000,3,4,2,0,3.2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Parking', 'Balcony', 'Internet', 'Water Tank']",West
"Land For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,8500000,3,4,2,0,3.6 Aana,20 Feet,20 Feet,,[],South East
"52 Anna 5 BHK Bungalow For Sale/Rent At Dhumbarahi, Only 150 Meters From Ring Road. : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, 150 Mtr From Ring Road., Dhumbarahi, Kathmandu",Kathmandu,300000000,4,4,2,0,52 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
"PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu","Basnsbari Road, Basbari, Kathmandu",Kathmandu,115000000,4,4,3,4,18 Aana,13 Feet / Paved,13 Feet , Paved,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Deck', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup', 'Internet', 'Security Staff']",North
"CLassical Durbar Style 1 Ropani Bungalow For Sale At Chapali : House For Sale In Chapali, Kathmandu","Chapali, Chapali, Kathmandu",Kathmandu,110000000,4,4,3,0,16 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Washing Machine', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
"Bungalow For Sale : House For Sale In Pasikot, Kathmandu","Na, Pasikot, Kathmandu",Kathmandu,80000000,4,4,3,4,21 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Air Condition', 'Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank', 'Parking', 'Store Room']",North West
"Dhapasi Bungalow : House For Sale In Basundhara, Kathmandu","Dhapasi, Basundhara, Kathmandu",Kathmandu,70000000,4,4,2,4,16 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Garage', 'Garden', 'Solar Water', 'Drainage']",West
"5 Bhk 14 Anna Modern Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Buddha Colony, Budhanilkantha, Kathmandu",Kathmandu,67500000,4,4,2,2,14 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well', 'Water Tank', 'Electricity Backup']",North East
"9 Anna Beautiful House For Sale At Maharajgunj In Above 20 Feet Road. : House For Sale In Maharajgunj, Kathmandu","Maharajgunj In Above 20 Feet Road., Maharajgunj, Kathmandu",Kathmandu,67500000,4,4,2,4,9 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",West
"House For Sale At Ganeshthan, Chabahil Beside Raprapa Party Office : House For Sale In Chabahil, Kathmandu","Ganeshthan, Chabahil Beside Raprapa Party Office., Chabahil, Kathmandu",Kathmandu,60000000,4,4,2,3,9.5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Parking', 'Balcony', 'Drainage', 'Deck', 'Water Supply', 'Electricity Backup', 'Intercom', 'Solar Water', 'Lawn', 'Fencing', 'Garage', 'Frontyard', 'Internet', 'Kids Playground', 'Water Tank', 'Garden', 'Backyard', 'Wifi']",East
"12 Anna 6 BHK Fully Furnished Bungalow On Sale At Chapali : House For Sale In Chapali, Kathmandu","Location: Kathmandu > Chapali (Budhanilkantha), Chapali, Kathmandu",Kathmandu,57500000,4,4,2,4,12 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",North
"Magnificent 4 BHK 9 Anna Bungalow For Sale At Hepali Height, Golfutar. : House For Sale In Golfutar, Kathmandu","Hepali Height, Golfutar., Golfutar, Kathmandu",Kathmandu,55000000,4,4,2,3,9 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",South
"House For Sale In Hattigauda, Kathmandu","Budhanilkantha, Hattigauda, Kathmandu",Kathmandu,55000000,4,4,2,2,7.6 Aana,13 Feet,13 Feet,,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",West
"Classical Traditional Style Bungalow At Chabahil Mitrapark Inside Ringroad. : House For Sale In Chabahil, Kathmandu","Chabahil Inside Ring Road, MITRAPARK, Chabahil, Kathmandu",Kathmandu,50000000,4,4,2,2,4.86 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet']",North
"7 Anna 4 BHK Bungalow For Sale In Siddhartha Colony, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,2,3,7 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
"Exclusive Semi Bungalow For Sale At Golfutar Chowk 30 Mtr From Highway : House For Sale In Golfutar, Kathmandu","Golfutar Chowk, 30 Meter From Highway, Golfutar, Kathmandu",Kathmandu,45000000,4,4,3,2,6 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Water Supply', 'Internet', 'Kids Playground']",East
"House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,3,4,11 Aana,22 Feet,22 Feet,,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Lawn', 'Frontyard', 'Modular Kitchen', 'Backyard', 'Deck', 'Drainage', 'Wifi', 'Fencing']",South East
"Apartment For Sale In Bishal Nagar, Kathmandu","Central Park Apartment, Bishal Nagar, Kathmandu",Kathmandu,45000000,4,4,3,0,15 Aana,0 Feet,0 Feet,,"['Air Condition', 'Gym', 'Wifi', 'Water Supply']",South
"Apartment For Sale In Bishal Nagar, Kathmandu","Central Park Apartment, Bishal Nagar, Kathmandu",Kathmandu,45000000,4,4,3,0,14 Aana,0 Feet,0 Feet,,"['Air Condition', 'Gym', 'Wifi', 'Water Supply']",North
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,39000000,4,4,2,3,10 Aana,13 Feet,13 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Sale In Thamel, Kathmandu","Thahiti Chowk, Thamel, Kathmandu",Kathmandu,37500000,4,4,6,4,2.32 Aana,12 Feet,12 Feet,,"['Balcony', 'Gym', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"5.5 Anna New Family Bungalow For Sale At Hattigauda : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,35500000,4,4,2,2,5.5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
"5 BHK Beautiful Bungalow For Sale At Dhapasi Height : House For Sale In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,35000000,4,4,2,2,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
"Royal Neo Classical Bungalow For Sale At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu","SundarBasti, Golfutar, Kathmandu",Kathmandu,35000000,4,4,2,2,7 Aana,15 Feet / Gravelled,15 Feet , Gravelled,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']",West
"Royal Durbar Style Classical Bungalow At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu","Golfutar, Budhanilkantha, Golfutar, Kathmandu",Kathmandu,35000000,4,4,2,2,7 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet', 'Kids Playground']",West
"6 Anna Brand New Semi Bungalow At Rudreshwor In 33 Feet Road : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor, Budhanilkantha, Kathmandu",Kathmandu,35000000,4,4,3,2,6 Aana,33 Feet / Blacktopped,33 Feet , Blacktopped,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup']",East
"House For Sale In Greenhill City, Mulpani, Kathmandu","638, Greenhill city, Mulpani, Kathmandu",Kathmandu,35000000,4,4,4,1,4 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Maintenance']",North
"Dhapasi Bungalow : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu",Kathmandu,33500000,4,4,3,1,5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Garage', 'Air Condition', 'Balcony', 'TV Cable', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",North
"5.5 Anna Luxury Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,32500000,4,4,2,2,5.5 Aana,15 Feet / Gravelled,15 Feet , Gravelled,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Gym', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"Brand New House For Sale At Sukedhara In 18 Feet Road, Near Main Road : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,32500000,4,4,2,1,3.3 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,"['Garage', 'Backyard', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']",South East
"Chandol Bangalow : House For Sale In Chandol, Kathmandu","Chandol siddhartha colony, Chandol, Kathmandu",Kathmandu,31500000,4,4,3,1,4 Aana,20 Feet,20 Feet,,['Garage'],East
"5 Bhk 4.2 Anna Modern Brand New Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,31000000,4,4,2,1,4.2 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well']",East
"BUDANILKANTHA HOMES : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,30500000,4,4,3,2,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Modular Kitchen', 'Water Supply', 'Drainage', 'Wifi', 'Garage', 'Lawn', 'Balcony', 'Microwave']",East
"House For Sale In Budhanilkantha, Kathmandu","Chappali Bhadrakali, Budhanilkantha, Kathmandu",Kathmandu,25000000,4,4,3,1,4 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South East
"House For Sale In Jorpati, Kathmandu","104 Continental Homes, Narayantar, Jorpati-6, Jorpati, Kathmandu",Kathmandu,24000000,4,4,2,1,4.6 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,"['Balcony', 'Backyard', 'Garden', 'Water Tank', 'Parking', 'Security Staff', 'Store Room']",West
"Semi-Furnished House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,24000000,4,4,2.5,1,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']",East
"House For Sale In Dhungedhara, Kathmandu","Dhungedhara, Dhungedhara, Kathmandu",Kathmandu,23000000,4,4,3,0,4 Aana,12 Feet,12 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",East
"3.5 Storied House On Sale : House For Sale In Boudha, Kathmandu","Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu",Kathmandu,22500000,4,4,4,4,3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,"['TV Cable', 'Water Supply', 'Water Well', 'Internet']",West
"Bungalow For Sale At Sitapaila, Sita Homes : House For Sale In Sitapaila, Kathmandu","25 Gha, Sitapaila, Kathmandu",Kathmandu,22000000,4,4,3,1,3 Aana,14 Feet,14 Feet,,"['TV Cable', 'Drainage', 'Solar Water', 'Water Supply', 'Water Well']",North
"Ramkot House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,20500000,4,4,2.5,1,3.3 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']",North
"4 Aana Home At Sitapaila : House For Sale In Sitapaila, Kathmandu","na, Sitapaila, Kathmandu",Kathmandu,20500000,4,4,4,1,4 Aana,15 Feet / Gravelled,15 Feet , Gravelled,"['Garage', 'Drainage']",East
"Land With Houses : Land For Sale In Teku, Kathmandu","Teku, Kathmandu, Teku, Kathmandu",Kathmandu,20000000,4,4,1.5,2.5,5.1 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,[],West
"3.1 Anna New House For Sale At Mandikatar, 1 Km From Dhumbarahi Chowk. : House For Sale In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,20000000,4,4,3,1,3.1 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Garage', 'Backyard', 'Fencing', 'Water Supply', 'Water Tank', 'Wifi']",South
"2.5 Storey House On Sale At Daura Dipo , Checkpost : House For Sale In Thankot, Kathmandu","Daura Dipo, Thankot, Kathmandu",Kathmandu,18500000,4,4,2.5,3,6 Aana,13 Feet,13 Feet,,['Parking'],South
"House For Sale In Kirtipur, Kirtipur","Bhatkeko Party, Kirtipur, Kathmandu",Kathmandu,18000000,4,4,2,0,6 Aana,20 Feet,20 Feet,,"['Lawn', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']",East
"Sitapaila Home 180 : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,18000000,4,4,3,1,3.1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Drainage'],East
"House For Sale In Sitapaila, Kathmandu","Near Padma Colony, Sitapaila, Kathmandu",Kathmandu,17000000,4,4,3,0,3.1 Aana,0 Feet,0 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"Urgent House Sale : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu",Kathmandu,15000000,4,4,3,2,3.2 Aana,0 Feet,0 Feet,,['Garage'],East
"House For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,15000000,4,4,3,0,2 Aana,20 Feet,20 Feet,,"['Drainage', 'Water Tank']",East
"House For Sale In Kavresthali, Kathmandu","Vadigoth, Kavresthali, Kathmandu",Kathmandu,12000000,4,4,2,0,3 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,[],South
"House For Sale In Kadaghari, Kathmandu","Gothatar, Kadaghari, Kathmandu",Kathmandu,11500000,4,4,2,0,3.5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,[],North
"House For Sale In New Baneshwor : House For Sale In Baneshwor, Kathmandu","30 Okharbot Galli, New Baneshwor, Baneshwor, Kathmandu",Kathmandu,7700000,4,4,2,1,5.5 Aana,14 Feet,14 Feet,,"['Frontyard', 'Fencing', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",East
"Bungalow For Sale At Golfutar Height, 80 Meter From Highway : House For Sale In Golfutar, Kathmandu","Golfutar Height, 80 Meter From Highway, Golfutar, Kathmandu",Kathmandu,102500000,5,4,2,0,13 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Jacuzzi', 'Lawn', 'Fencing', 'Swimming Pool', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Lift', 'CCTV', 'Wifi', 'Gym', 'Backyard']",East
"Classical 17.3 Anna Bungalow For Sale At Sukedhara Chowk Inside Colony : House For Sale In Sukedhara, Kathmandu","Sukedhara Chowk , Colony Bhitra, Sukedhara, Kathmandu",Kathmandu,95000000,5,4,2,0,17.3 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
"22 Anna Land Covered Bungalow For Sale At Budhanilkanta. : House For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,70000000,5,4,3,10,22 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
"Fully Furnished Brand New Bungalow For Sale In Dhapasi, Kunwar Colony : House For Sale In Budhanilkantha, Kathmandu","Dhapasi, Kunwar Colony, Budhanilkantha, Kathmandu",Kathmandu,65000000,5,4,2,1,8 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",East
"Modern Bungalow For Sale At Rudreshwor Chowk, Budhanilkantha. 50 Meters From Main Highway. : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk, 50 Meters From Main Highway., Budhanilkantha, Kathmandu",Kathmandu,63000000,5,4,2,2,10 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",North
"Bungalow At Mandikatar : House For Sale In Budhanilkantha, Kathmandu","Mandikatar, Budhanilkantha, Kathmandu",Kathmandu,62500000,5,4,3,4,15 Aana,13 Feet,13 Feet,,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",East
"14 Anna 5 Bhk Bungalow For Sale Mandikatar Height Near Hams Hospital : House For Sale In Mandikatar, Kathmandu","Mandikatar Height Near Hams Hospital, Mandikatar, Kathmandu",Kathmandu,60000000,5,4,2,2,14 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",East
